2026-09-06T21:49:49.003987892Z Global sink: log
2026-09-06T21:49:49.005655794Z Avvio Global Aggregator
2026-09-06T21:49:49.005668810Z Kafka broker: kafka:29092
2026-09-06T21:49:49.005672573Z Input topic: cloud-edge-aggregates
2026-09-06T21:49:49.005675584Z Consumer group: global-aggregator
2026-09-06T21:49:49.005678474Z Global window: 15m0s
2026-09-06T21:49:49.005681344Z Watermark delay: 15m0s
2026-09-06T21:49:49.005684164Z Edge idle timeout: 5s
2026-09-06T21:49:49.005687034Z Expected Edge: edge-0,edge-1,edge-2,edge-3,edge-4,edge-5,edge-6,edge-7,edge-8,edge-9,edge-10,edge-11,edge-12
2026-09-06T21:49:49.005690275Z 
2026-09-06T21:50:21.748706991Z GLOBAL_AGGREGATE {"aggregate_id":"global:2025-01-01T01:00:00Z:2025-01-01T01:15:00Z","window_start":"2025-01-01T01:00:00Z","window_end":"2025-01-01T01:15:00Z","expected_edges":13,"contributing_edges":13,"events":209,"temperature":{"valid":196,"invalid":13,"sum":870.768749847,"average":4.44269770330102,"min":-6.05,"max":28.08},"humidity":{"valid":203,"invalid":6,"sum":16007.14382659,"average":78.85292525413793,"min":5.67,"max":100},"pressure":{"valid":204,"invalid":5,"sum":19837628.95782,"average":97243.27920499998,"min":46080.78,"max":103146.88},"emitted_at":"2026-09-06T21:50:21.748046754Z"}
2026-09-06T21:50:27.062204855Z GLOBAL_AGGREGATE {"aggregate_id":"global:2025-01-01T04:00:00Z:2025-01-01T04:15:00Z","window_start":"2025-01-01T04:00:00Z","window_end":"2025-01-01T04:15:00Z","expected_edges":13,"contributing_edges":13,"events":806,"temperature":{"valid":760,"invalid":46,"sum":3136.7835545350003,"average":4.1273467822828955,"min":-6.49,"max":27.71},"humidity":{"valid":786,"invalid":20,"sum":61848.03878372001,"average":78.68707224391859,"min":6.34,"max":100},"pressure":{"valid":791,"invalid":15,"sum":76843695.53096,"average":97147.5291162579,"min":46045.91,"max":103123.66},"emitted_at":"2026-09-06T21:50:27.062120591Z"}
2026-09-06T21:50:27.267148675Z GLOBAL_AGGREGATE {"aggregate_id":"global:2025-01-01T04:15:00Z:2025-01-01T04:30:00Z","window_start":"2025-01-01T04:15:00Z","window_end":"2025-01-01T04:30:00Z","expected_edges":13,"contributing_edges":13,"events":811,"temperature":{"valid":766,"invalid":45,"sum":3175.682772923,"average":4.145799964651436,"min":-6.66,"max":26.5},"humidity":{"valid":790,"invalid":21,"sum":61818.161087630004,"average":78.25083681978481,"min":7.25,"max":100},"pressure":{"valid":796,"invalid":15,"sum":77377863.64907001,"average":97208.37141842966,"min":46057.53,"max":103135.22},"emitted_at":"2026-09-06T21:50:27.267020891Z"}
2026-09-06T21:50:27.823890044Z GLOBAL_AGGREGATE {"aggregate_id":"global:2025-01-01T04:30:00Z:2025-01-01T04:45:00Z","window_start":"2025-01-01T04:30:00Z","window_end":"2025-01-01T04:45:00Z","expected_edges":13,"contributing_edges":13,"events":802,"temperature":{"valid":755,"invalid":47,"sum":3053.5778126330006,"average":4.044473924017219,"min":-6.69,"max":27.17},"humidity":{"valid":782,"invalid":20,"sum":61211.47288528,"average":78.27554077401535,"min":7.17,"max":100},"pressure":{"valid":787,"invalid":15,"sum":76347214.31408,"average":97010.43750200763,"min":46049.78,"max":103128.13},"emitted_at":"2026-09-06T21:50:27.823678474Z"}
2026-09-06T21:50:28.050193823Z GLOBAL_AGGREGATE {"aggregate_id":"global:2025-01-01T04:45:00Z:2025-01-01T05:00:00Z","window_start":"2025-01-01T04:45:00Z","window_end":"2025-01-01T05:00:00Z","expected_edges":13,"contributing_edges":13,"events":802,"temperature":{"valid":758,"invalid":44,"sum":3163.2266008570004,"average":4.173122164718998,"min":-6.83,"max":27.42},"humidity":{"valid":782,"invalid":20,"sum":61166.57886108001,"average":78.21813153590794,"min":7.28,"max":100},"pressure":{"valid":787,"invalid":15,"sum":76495004.99001001,"average":97198.22743330369,"min":46038.16,"max":103141.53},"emitted_at":"2026-09-06T21:50:28.049976812Z"}
2026-09-06T21:50:28.300146816Z GLOBAL_AGGREGATE {"aggregate_id":"global:2025-01-01T05:00:00Z:2025-01-01T05:15:00Z","window_start":"2025-01-01T05:00:00Z","window_end":"2025-01-01T05:15:00Z","expected_edges":13,"contributing_edges":13,"events":807,"temperature":{"valid":759,"invalid":48,"sum":3181.661055203,"average":4.19191179868643,"min":-7.07,"max":27},"humidity":{"valid":786,"invalid":21,"sum":61677.420229040006,"average":78.4700002913995,"min":7.06,"max":100},"pressure":{"valid":791,"invalid":16,"sum":76786899.0494,"average":97075.7257261694,"min":46032.34,"max":103137.16},"emitted_at":"2026-09-06T21:50:28.299638891Z"}
2026-09-06T21:50:28.900268856Z GLOBAL_AGGREGATE {"aggregate_id":"global:2025-01-01T05:15:00Z:2025-01-01T05:30:00Z","window_start":"2025-01-01T05:15:00Z","window_end":"2025-01-01T05:30:00Z","expected_edges":13,"contributing_edges":13,"events":794,"temperature":{"valid":747,"invalid":47,"sum":3303.528319506001,"average":4.422394002016065,"min":-7.16,"max":27.91},"humidity":{"valid":776,"invalid":18,"sum":60676.571947020006,"average":78.1914586946134,"min":7.03,"max":100},"pressure":{"valid":778,"invalid":16,"sum":75463188.40157999,"average":96996.38612028277,"min":46053.66,"max":103134.88},"emitted_at":"2026-09-06T21:50:28.900118265Z"}
2026-09-06T21:50:29.209043466Z GLOBAL_AGGREGATE {"aggregate_id":"global:2025-01-01T05:30:00Z:2025-01-01T05:45:00Z","window_start":"2025-01-01T05:30:00Z","window_end":"2025-01-01T05:45:00Z","expected_edges":13,"contributing_edges":13,"events":800,"temperature":{"valid":755,"invalid":45,"sum":3296.7667569099995,"average":4.366578485973509,"min":-7.34,"max":27.9},"humidity":{"valid":780,"invalid":20,"sum":60930.767807150005,"average":78.11636898352565,"min":6.73,"max":100},"pressure":{"valid":785,"invalid":15,"sum":76250868.54782999,"average":97134.86439214011,"min":46059.47,"max":103150.94},"emitted_at":"2026-09-06T21:50:29.208836935Z"}
2026-09-06T21:50:29.377103923Z GLOBAL_AGGREGATE {"aggregate_id":"global:2025-01-01T05:45:00Z:2025-01-01T06:00:00Z","window_start":"2025-01-01T05:45:00Z","window_end":"2025-01-01T06:00:00Z","expected_edges":13,"contributing_edges":13,"events":802,"temperature":{"valid":757,"invalid":45,"sum":3454.52081856,"average":4.563435691624835,"min":-7.8,"max":29.11},"humidity":{"valid":781,"invalid":21,"sum":60800.54866575,"average":77.84961416869399,"min":6.52,"max":100},"pressure":{"valid":787,"invalid":15,"sum":76426426.67751001,"average":97111.08853559087,"min":46053.66,"max":103161.56},"emitted_at":"2026-09-06T21:50:29.376807909Z"}
2026-09-06T21:50:29.584352729Z GLOBAL_AGGREGATE {"aggregate_id":"global:2025-01-01T06:00:00Z:2025-01-01T06:15:00Z","window_start":"2025-01-01T06:00:00Z","window_end":"2025-01-01T06:15:00Z","expected_edges":13,"contributing_edges":13,"events":801,"temperature":{"valid":755,"invalid":46,"sum":3499.0867182199995,"average":4.634551944662251,"min":-7.82,"max":30.61},"humidity":{"valid":781,"invalid":20,"sum":60619.916518100006,"average":77.61833100909092,"min":5.52,"max":100},"pressure":{"valid":786,"invalid":15,"sum":76270501.86031999,"average":97036.26190880405,"min":46038.16,"max":103177.25},"emitted_at":"2026-09-06T21:50:29.58423196Z"}
2026-09-06T21:50:29.995981101Z GLOBAL_AGGREGATE {"aggregate_id":"global:2025-01-01T06:15:00Z:2025-01-01T06:30:00Z","window_start":"2025-01-01T06:15:00Z","window_end":"2025-01-01T06:30:00Z","expected_edges":13,"contributing_edges":13,"events":812,"temperature":{"valid":765,"invalid":47,"sum":3531.8075390199992,"average":4.616741881071895,"min":-8.46,"max":32.26},"humidity":{"valid":791,"invalid":21,"sum":61448.33499389001,"average":77.68436788102403,"min":5.09,"max":100},"pressure":{"valid":796,"invalid":16,"sum":77227747.65752,"average":97019.78348934672,"min":46053.66,"max":103189.59},"emitted_at":"2026-09-06T21:50:29.995873012Z"}
2026-09-06T21:50:30.215558863Z GLOBAL_AGGREGATE {"aggregate_id":"global:2025-01-01T06:30:00Z:2025-01-01T06:45:00Z","window_start":"2025-01-01T06:30:00Z","window_end":"2025-01-01T06:45:00Z","expected_edges":13,"contributing_edges":13,"events":800,"temperature":{"valid":754,"invalid":46,"sum":3529.4074609800005,"average":4.680911751962865,"min":-8.52,"max":33.44},"humidity":{"valid":780,"invalid":20,"sum":60609.16683059,"average":77.70406003921795,"min":4.95,"max":100},"pressure":{"valid":784,"invalid":16,"sum":76137655.24939,"average":97114.35618544644,"min":46063.34,"max":103191.84},"emitted_at":"2026-09-06T21:50:30.215393091Z"}
2026-09-06T21:50:30.310676493Z GLOBAL_AGGREGATE {"aggregate_id":"global:2025-01-01T06:45:00Z:2025-01-01T07:00:00Z","window_start":"2025-01-01T06:45:00Z","window_end":"2025-01-01T07:00:00Z","expected_edges":13,"contributing_edges":13,"events":805,"temperature":{"valid":758,"invalid":47,"sum":3574.0918347590004,"average":4.715160731872032,"min":-8.21,"max":34.39},"humidity":{"valid":785,"invalid":20,"sum":60979.03300170999,"average":77.68029681746496,"min":4.01,"max":100},"pressure":{"valid":790,"invalid":15,"sum":76636309.77438001,"average":97007.98705617723,"min":46045.91,"max":103197.34},"emitted_at":"2026-09-06T21:50:30.310529498Z"}
2026-09-06T21:50:30.423927141Z GLOBAL_AGGREGATE {"aggregate_id":"global:2025-01-01T07:00:00Z:2025-01-01T07:15:00Z","window_start":"2025-01-01T07:00:00Z","window_end":"2025-01-01T07:15:00Z","expected_edges":13,"contributing_edges":13,"events":805,"temperature":{"valid":760,"invalid":45,"sum":3662.5123434059997,"average":4.8190951886921045,"min":-8.01,"max":35.7},"humidity":{"valid":785,"invalid":20,"sum":60889.91311966,"average":77.56676830529936,"min":3.5,"max":100},"pressure":{"valid":790,"invalid":15,"sum":76737313.16314,"average":97135.83944701265,"min":46045.91,"max":103207.13},"emitted_at":"2026-09-06T21:50:30.423828791Z"}
2026-09-06T21:50:30.483353463Z GLOBAL_AGGREGATE {"aggregate_id":"global:2025-01-01T07:15:00Z:2025-01-01T07:30:00Z","window_start":"2025-01-01T07:15:00Z","window_end":"2025-01-01T07:30:00Z","expected_edges":13,"contributing_edges":13,"events":803,"temperature":{"valid":759,"invalid":44,"sum":3735.036951942,"average":4.920997301636364,"min":-7.62,"max":37.4},"humidity":{"valid":783,"invalid":20,"sum":60554.603939199995,"average":77.33665892618134,"min":3.09,"max":100},"pressure":{"valid":788,"invalid":15,"sum":76526225.70659001,"average":97114.4996276523,"min":46053.66,"max":103214.41},"emitted_at":"2026-09-06T21:50:30.482956256Z"}
2026-09-06T21:50:30.508829808Z GLOBAL_AGGREGATE {"aggregate_id":"global:2025-01-01T07:30:00Z:2025-01-01T07:45:00Z","window_start":"2025-01-01T07:30:00Z","window_end":"2025-01-01T07:45:00Z","expected_edges":13,"contributing_edges":13,"events":817,"temperature":{"valid":769,"invalid":48,"sum":3885.8130857839997,"average":5.0530729333992195,"min":-6.57,"max":37.59},"humidity":{"valid":797,"invalid":20,"sum":61669.27667433999,"average":77.37675868800501,"min":3.21,"max":100},"pressure":{"valid":802,"invalid":15,"sum":77779226.39031999,"average":96981.57904029924,"min":46053.66,"max":103206.13},"emitted_at":"2026-09-06T21:50:30.508746394Z"}
2026-09-06T21:50:30.546153627Z GLOBAL_AGGREGATE {"aggregate_id":"global:2025-01-01T07:45:00Z:2025-01-01T08:00:00Z","window_start":"2025-01-01T07:45:00Z","window_end":"2025-01-01T08:00:00Z","expected_edges":13,"contributing_edges":13,"events":810,"temperature":{"valid":767,"invalid":43,"sum":4052.9758200899996,"average":5.284192725019556,"min":-6.59,"max":37.86},"humidity":{"valid":790,"invalid":20,"sum":60740.95112670001,"average":76.8872799072152,"min":3.23,"max":100},"pressure":{"valid":794,"invalid":16,"sum":77209904.01938999,"average":97241.69271963474,"min":46045.91,"max":103211.03},"emitted_at":"2026-09-06T21:50:30.546073895Z"}
2026-09-06T21:50:30.612522010Z GLOBAL_AGGREGATE {"aggregate_id":"global:2025-01-01T08:00:00Z:2025-01-01T08:15:00Z","window_start":"2025-01-01T08:00:00Z","window_end":"2025-01-01T08:15:00Z","expected_edges":13,"contributing_edges":13,"events":806,"temperature":{"valid":764,"invalid":42,"sum":4096.88417783,"average":5.362413845327225,"min":-6.68,"max":38.49},"humidity":{"valid":787,"invalid":19,"sum":60275.46069777999,"average":76.58889542284624,"min":3.41,"max":100},"pressure":{"valid":791,"invalid":15,"sum":76974997.23063,"average":97313.52367968395,"min":46061.41,"max":103210.41},"emitted_at":"2026-09-06T21:50:30.612409474Z"}
2026-09-06T21:50:30.661463624Z GLOBAL_AGGREGATE {"aggregate_id":"global:2025-01-01T08:15:00Z:2025-01-01T08:30:00Z","window_start":"2025-01-01T08:15:00Z","window_end":"2025-01-01T08:30:00Z","expected_edges":13,"contributing_edges":13,"events":808,"temperature":{"valid":768,"invalid":40,"sum":4316.702109522,"average":5.6207058717734375,"min":-4.93,"max":38.88},"humidity":{"valid":786,"invalid":22,"sum":59769.22807983,"average":76.04227491072518,"min":2.95,"max":100},"pressure":{"valid":795,"invalid":13,"sum":77404597.33843999,"average":97364.27338168552,"min":46061.41,"max":103209.25},"emitted_at":"2026-09-06T21:50:30.661312058Z"}
2026-09-06T21:50:31.095872969Z GLOBAL_AGGREGATE {"aggregate_id":"global:2025-01-01T08:30:00Z:2025-01-01T08:45:00Z","window_start":"2025-01-01T08:30:00Z","window_end":"2025-01-01T08:45:00Z","expected_edges":13,"contributing_edges":13,"events":805,"temperature":{"valid":766,"invalid":39,"sum":4428.161406287,"average":5.780889564343343,"min":-4.94,"max":39.28},"humidity":{"valid":785,"invalid":20,"sum":59274.28983842001,"average":75.50864947569428,"min":2.68,"max":100},"pressure":{"valid":790,"invalid":15,"sum":76958041.01533,"average":97415.24179155697,"min":46049.78,"max":103222.91},"emitted_at":"2026-09-06T21:50:31.095556206Z"}
2026-09-06T21:50:31.453025233Z GLOBAL_AGGREGATE {"aggregate_id":"global:2025-01-01T08:45:00Z:2025-01-01T09:00:00Z","window_start":"2025-01-01T08:45:00Z","window_end":"2025-01-01T09:00:00Z","expected_edges":13,"contributing_edges":13,"events":802,"temperature":{"valid":761,"invalid":41,"sum":4597.560935746,"average":6.041472977327201,"min":-4.87,"max":39.59},"humidity":{"valid":781,"invalid":21,"sum":58692.57597045,"average":75.15054541670935,"min":2.39,"max":100},"pressure":{"valid":786,"invalid":16,"sum":76488207.61751999,"average":97313.2412436641,"min":46055.59,"max":103220.34},"emitted_at":"2026-09-06T21:50:31.452900505Z"}
2026-09-06T21:50:31.799283159Z GLOBAL_AGGREGATE {"aggregate_id":"global:2025-01-01T09:00:00Z:2025-01-01T09:15:00Z","window_start":"2025-01-01T09:00:00Z","window_end":"2025-01-01T09:15:00Z","expected_edges":13,"contributing_edges":13,"events":802,"temperature":{"valid":763,"invalid":39,"sum":4831.29929691,"average":6.331978108663171,"min":-4.76,"max":39.76},"humidity":{"valid":783,"invalid":19,"sum":58403.91929152,"average":74.58993523821201,"min":3.14,"max":100},"pressure":{"valid":787,"invalid":15,"sum":76657813.01251,"average":97405.09912644219,"min":46032.34,"max":103235.97},"emitted_at":"2026-09-06T21:50:31.798921899Z"}
2026-09-06T21:50:32.176646036Z GLOBAL_AGGREGATE {"aggregate_id":"global:2025-01-01T09:15:00Z:2025-01-01T09:30:00Z","window_start":"2025-01-01T09:15:00Z","window_end":"2025-01-01T09:30:00Z","expected_edges":13,"contributing_edges":13,"events":816,"temperature":{"valid":773,"invalid":43,"sum":5044.721170884999,"average":6.526159341377748,"min":-5.21,"max":39.88},"humidity":{"valid":796,"invalid":20,"sum":59073.646282960006,"average":74.21312347105528,"min":2.18,"max":100},"pressure":{"valid":800,"invalid":16,"sum":77799463.28843999,"average":97249.32911054998,"min":46053.66,"max":103231.75},"emitted_at":"2026-09-06T21:50:32.176556778Z"}
2026-09-06T21:50:32.554630532Z GLOBAL_AGGREGATE {"aggregate_id":"global:2025-01-01T09:30:00Z:2025-01-01T09:45:00Z","window_start":"2025-01-01T09:30:00Z","window_end":"2025-01-01T09:45:00Z","expected_edges":13,"contributing_edges":13,"events":805,"temperature":{"valid":763,"invalid":42,"sum":5205.518007851,"average":6.822435134798165,"min":-4.93,"max":39.52},"humidity":{"valid":784,"invalid":21,"sum":57830.10999465,"average":73.76289540133929,"min":2.48,"max":100},"pressure":{"valid":790,"invalid":15,"sum":76819561.4197,"average":97239.95116417721,"min":46057.53,"max":103225.88},"emitted_at":"2026-09-06T21:50:32.55453094Z"}
2026-09-06T21:50:32.674012090Z GLOBAL_AGGREGATE {"aggregate_id":"global:2025-01-01T09:45:00Z:2025-01-01T10:00:00Z","window_start":"2025-01-01T09:45:00Z","window_end":"2025-01-01T10:00:00Z","expected_edges":13,"contributing_edges":13,"events":801,"temperature":{"valid":762,"invalid":39,"sum":5300.7222253790005,"average":6.956328379762468,"min":-5.3,"max":39.49},"humidity":{"valid":781,"invalid":20,"sum":57510.317259510004,"average":73.63676985852753,"min":2.46,"max":100},"pressure":{"valid":786,"invalid":15,"sum":76529728.2819,"average":97366.06651641222,"min":46047.84,"max":103198.63},"emitted_at":"2026-09-06T21:50:32.673850457Z"}
2026-09-06T21:50:32.731850059Z GLOBAL_AGGREGATE {"aggregate_id":"global:2025-01-01T10:00:00Z:2025-01-01T10:15:00Z","window_start":"2025-01-01T10:00:00Z","window_end":"2025-01-01T10:15:00Z","expected_edges":13,"contributing_edges":13,"events":797,"temperature":{"valid":757,"invalid":40,"sum":5342.258241850001,"average":7.057144308916778,"min":-6.13,"max":39.9},"humidity":{"valid":777,"invalid":20,"sum":56984.03655714999,"average":73.33852838758042,"min":2.47,"max":100},"pressure":{"valid":782,"invalid":15,"sum":76087173.35970001,"average":97298.1756517903,"min":46049.78,"max":103180.31},"emitted_at":"2026-09-06T21:50:32.73173144Z"}
2026-09-06T21:50:32.954371995Z GLOBAL_AGGREGATE {"aggregate_id":"global:2025-01-01T10:15:00Z:2025-01-01T10:30:00Z","window_start":"2025-01-01T10:15:00Z","window_end":"2025-01-01T10:30:00Z","expected_edges":13,"contributing_edges":13,"events":796,"temperature":{"valid":757,"invalid":39,"sum":5567.82796815,"average":7.355122811294583,"min":-5.22,"max":39.41},"humidity":{"valid":776,"invalid":20,"sum":56444.93350951999,"average":72.73831637824742,"min":2.57,"max":100},"pressure":{"valid":782,"invalid":14,"sum":76083913.62347001,"average":97294.00719113812,"min":46045.91,"max":103143.75},"emitted_at":"2026-09-06T21:50:32.953842281Z"}
