2026-09-06T21:57:12.607554631Z Global sink: log
2026-09-06T21:57:12.607591956Z Avvio Global Aggregator
2026-09-06T21:57:12.607616276Z Kafka broker: kafka:29092
2026-09-06T21:57:12.607628342Z Input topic: cloud-edge-aggregates
2026-09-06T21:57:12.607654221Z Consumer group: global-aggregator
2026-09-06T21:57:12.607700543Z Global window: 15m0s
2026-09-06T21:57:12.607710639Z Watermark delay: 15m0s
2026-09-06T21:57:12.607761389Z Edge idle timeout: 5s
2026-09-06T21:57:12.607779422Z Expected Edge: edge-0,edge-1,edge-2,edge-3,edge-4,edge-5,edge-6,edge-7,edge-8,edge-9,edge-10,edge-11,edge-12
2026-09-06T21:57:12.607784510Z 
2026-09-06T21:57:46.032461453Z GLOBAL_AGGREGATE {"aggregate_id":"global:2025-01-01T01:00:00Z:2025-01-01T01:15:00Z","window_start":"2025-01-01T01:00:00Z","window_end":"2025-01-01T01:15:00Z","expected_edges":13,"contributing_edges":13,"events":209,"temperature":{"valid":196,"invalid":13,"sum":870.768749847,"average":4.44269770330102,"min":-6.05,"max":28.08},"humidity":{"valid":203,"invalid":6,"sum":16007.143826590001,"average":78.85292525413794,"min":5.67,"max":100},"pressure":{"valid":204,"invalid":5,"sum":19837628.957820002,"average":97243.27920500001,"min":46080.78,"max":103146.88},"emitted_at":"2026-09-06T21:57:46.032182754Z"}
2026-09-06T21:57:48.457584844Z GLOBAL_AGGREGATE {"aggregate_id":"global:2025-01-01T03:45:00Z:2025-01-01T04:00:00Z","window_start":"2025-01-01T03:45:00Z","window_end":"2025-01-01T04:00:00Z","expected_edges":13,"contributing_edges":13,"events":805,"temperature":{"valid":758,"invalid":47,"sum":3210.4153123659994,"average":4.235376401538257,"min":-6.45,"max":28.97},"humidity":{"valid":785,"invalid":20,"sum":61468.08448609001,"average":78.30329233896816,"min":6.08,"max":100},"pressure":{"valid":789,"invalid":16,"sum":76626765.09188001,"average":97118.84042063373,"min":46045.91,"max":103117.75},"emitted_at":"2026-09-06T21:57:48.457510652Z"}
2026-09-06T21:57:48.531883450Z GLOBAL_AGGREGATE {"aggregate_id":"global:2025-01-01T04:00:00Z:2025-01-01T04:15:00Z","window_start":"2025-01-01T04:00:00Z","window_end":"2025-01-01T04:15:00Z","expected_edges":13,"contributing_edges":13,"events":806,"temperature":{"valid":760,"invalid":46,"sum":3136.783554535001,"average":4.1273467822828955,"min":-6.49,"max":27.71},"humidity":{"valid":786,"invalid":20,"sum":61848.03878372,"average":78.68707224391858,"min":6.34,"max":100},"pressure":{"valid":791,"invalid":15,"sum":76843695.53096,"average":97147.5291162579,"min":46045.91,"max":103123.66},"emitted_at":"2026-09-06T21:57:48.531761454Z"}
2026-09-06T21:57:48.877497134Z GLOBAL_AGGREGATE {"aggregate_id":"global:2025-01-01T04:15:00Z:2025-01-01T04:30:00Z","window_start":"2025-01-01T04:15:00Z","window_end":"2025-01-01T04:30:00Z","expected_edges":13,"contributing_edges":13,"events":811,"temperature":{"valid":766,"invalid":45,"sum":3175.682772923,"average":4.145799964651436,"min":-6.66,"max":26.5},"humidity":{"valid":790,"invalid":21,"sum":61818.161087630004,"average":78.25083681978481,"min":7.25,"max":100},"pressure":{"valid":796,"invalid":15,"sum":77377863.64907,"average":97208.37141842964,"min":46057.53,"max":103135.22},"emitted_at":"2026-09-06T21:57:48.877393651Z"}
2026-09-06T21:57:48.953712382Z GLOBAL_AGGREGATE {"aggregate_id":"global:2025-01-01T04:30:00Z:2025-01-01T04:45:00Z","window_start":"2025-01-01T04:30:00Z","window_end":"2025-01-01T04:45:00Z","expected_edges":13,"contributing_edges":13,"events":802,"temperature":{"valid":755,"invalid":47,"sum":3053.5778126330006,"average":4.044473924017219,"min":-6.69,"max":27.17},"humidity":{"valid":782,"invalid":20,"sum":61211.47288528,"average":78.27554077401535,"min":7.17,"max":100},"pressure":{"valid":787,"invalid":15,"sum":76347214.31407999,"average":97010.43750200761,"min":46049.78,"max":103128.13},"emitted_at":"2026-09-06T21:57:48.953620591Z"}
2026-09-06T21:57:49.032596469Z GLOBAL_AGGREGATE {"aggregate_id":"global:2025-01-01T04:45:00Z:2025-01-01T05:00:00Z","window_start":"2025-01-01T04:45:00Z","window_end":"2025-01-01T05:00:00Z","expected_edges":13,"contributing_edges":13,"events":802,"temperature":{"valid":758,"invalid":44,"sum":3163.226600857,"average":4.173122164718998,"min":-6.83,"max":27.42},"humidity":{"valid":782,"invalid":20,"sum":61166.578861079994,"average":78.21813153590792,"min":7.28,"max":100},"pressure":{"valid":787,"invalid":15,"sum":76495004.99001,"average":97198.22743330368,"min":46038.16,"max":103141.53},"emitted_at":"2026-09-06T21:57:49.032469457Z"}
2026-09-06T21:57:49.048937114Z GLOBAL_AGGREGATE {"aggregate_id":"global:2025-01-01T05:00:00Z:2025-01-01T05:15:00Z","window_start":"2025-01-01T05:00:00Z","window_end":"2025-01-01T05:15:00Z","expected_edges":13,"contributing_edges":13,"events":807,"temperature":{"valid":759,"invalid":48,"sum":3181.6610552029997,"average":4.191911798686429,"min":-7.07,"max":27},"humidity":{"valid":786,"invalid":21,"sum":61677.42022904,"average":78.47000029139949,"min":7.06,"max":100},"pressure":{"valid":791,"invalid":16,"sum":76786899.0494,"average":97075.7257261694,"min":46032.34,"max":103137.16},"emitted_at":"2026-09-06T21:57:49.048793651Z"}
2026-09-06T21:57:49.108668510Z GLOBAL_AGGREGATE {"aggregate_id":"global:2025-01-01T05:15:00Z:2025-01-01T05:30:00Z","window_start":"2025-01-01T05:15:00Z","window_end":"2025-01-01T05:30:00Z","expected_edges":13,"contributing_edges":13,"events":794,"temperature":{"valid":747,"invalid":47,"sum":3303.528319506,"average":4.422394002016064,"min":-7.16,"max":27.91},"humidity":{"valid":776,"invalid":18,"sum":60676.571947020006,"average":78.1914586946134,"min":7.03,"max":100},"pressure":{"valid":778,"invalid":16,"sum":75463188.40158,"average":96996.38612028278,"min":46053.66,"max":103134.88},"emitted_at":"2026-09-06T21:57:49.108504584Z"}
2026-09-06T21:57:49.122337656Z GLOBAL_AGGREGATE {"aggregate_id":"global:2025-01-01T05:30:00Z:2025-01-01T05:45:00Z","window_start":"2025-01-01T05:30:00Z","window_end":"2025-01-01T05:45:00Z","expected_edges":13,"contributing_edges":13,"events":800,"temperature":{"valid":755,"invalid":45,"sum":3296.7667569100004,"average":4.366578485973511,"min":-7.34,"max":27.9},"humidity":{"valid":780,"invalid":20,"sum":60930.76780715001,"average":78.11636898352566,"min":6.73,"max":100},"pressure":{"valid":785,"invalid":15,"sum":76250868.54783,"average":97134.86439214012,"min":46059.47,"max":103150.94},"emitted_at":"2026-09-06T21:57:49.122221896Z"}
2026-09-06T21:57:49.148913870Z GLOBAL_AGGREGATE {"aggregate_id":"global:2025-01-01T05:45:00Z:2025-01-01T06:00:00Z","window_start":"2025-01-01T05:45:00Z","window_end":"2025-01-01T06:00:00Z","expected_edges":13,"contributing_edges":13,"events":802,"temperature":{"valid":757,"invalid":45,"sum":3454.5208185599995,"average":4.563435691624834,"min":-7.8,"max":29.11},"humidity":{"valid":781,"invalid":21,"sum":60800.54866575001,"average":77.84961416869399,"min":6.52,"max":100},"pressure":{"valid":787,"invalid":15,"sum":76426426.67751,"average":97111.08853559084,"min":46053.66,"max":103161.56},"emitted_at":"2026-09-06T21:57:49.148826927Z"}
2026-09-06T21:57:49.337463826Z GLOBAL_AGGREGATE {"aggregate_id":"global:2025-01-01T06:00:00Z:2025-01-01T06:15:00Z","window_start":"2025-01-01T06:00:00Z","window_end":"2025-01-01T06:15:00Z","expected_edges":13,"contributing_edges":13,"events":801,"temperature":{"valid":755,"invalid":46,"sum":3499.08671822,"average":4.634551944662252,"min":-7.82,"max":30.61},"humidity":{"valid":781,"invalid":20,"sum":60619.91651810001,"average":77.61833100909092,"min":5.52,"max":100},"pressure":{"valid":786,"invalid":15,"sum":76270501.86031999,"average":97036.26190880405,"min":46038.16,"max":103177.25},"emitted_at":"2026-09-06T21:57:49.337345596Z"}
2026-09-06T21:57:49.530141263Z GLOBAL_AGGREGATE {"aggregate_id":"global:2025-01-01T06:15:00Z:2025-01-01T06:30:00Z","window_start":"2025-01-01T06:15:00Z","window_end":"2025-01-01T06:30:00Z","expected_edges":13,"contributing_edges":13,"events":812,"temperature":{"valid":765,"invalid":47,"sum":3531.80753902,"average":4.616741881071896,"min":-8.46,"max":32.26},"humidity":{"valid":791,"invalid":21,"sum":61448.33499389001,"average":77.68436788102403,"min":5.09,"max":100},"pressure":{"valid":796,"invalid":16,"sum":77227747.65752,"average":97019.78348934672,"min":46053.66,"max":103189.59},"emitted_at":"2026-09-06T21:57:49.530015633Z"}
2026-09-06T21:57:49.707778824Z GLOBAL_AGGREGATE {"aggregate_id":"global:2025-01-01T06:30:00Z:2025-01-01T06:45:00Z","window_start":"2025-01-01T06:30:00Z","window_end":"2025-01-01T06:45:00Z","expected_edges":13,"contributing_edges":13,"events":800,"temperature":{"valid":754,"invalid":46,"sum":3529.40746098,"average":4.6809117519628645,"min":-8.52,"max":33.44},"humidity":{"valid":780,"invalid":20,"sum":60609.16683059,"average":77.70406003921795,"min":4.95,"max":100},"pressure":{"valid":784,"invalid":16,"sum":76137655.24938999,"average":97114.35618544642,"min":46063.34,"max":103191.84},"emitted_at":"2026-09-06T21:57:49.707531689Z"}
2026-09-06T21:57:49.819227585Z GLOBAL_AGGREGATE {"aggregate_id":"global:2025-01-01T06:45:00Z:2025-01-01T07:00:00Z","window_start":"2025-01-01T06:45:00Z","window_end":"2025-01-01T07:00:00Z","expected_edges":13,"contributing_edges":13,"events":805,"temperature":{"valid":758,"invalid":47,"sum":3574.0918347589995,"average":4.715160731872031,"min":-8.21,"max":34.39},"humidity":{"valid":785,"invalid":20,"sum":60979.03300170999,"average":77.68029681746496,"min":4.01,"max":100},"pressure":{"valid":790,"invalid":15,"sum":76636309.77438,"average":97007.98705617721,"min":46045.91,"max":103197.34},"emitted_at":"2026-09-06T21:57:49.819126086Z"}
2026-09-06T21:57:49.873306898Z GLOBAL_AGGREGATE {"aggregate_id":"global:2025-01-01T07:00:00Z:2025-01-01T07:15:00Z","window_start":"2025-01-01T07:00:00Z","window_end":"2025-01-01T07:15:00Z","expected_edges":13,"contributing_edges":13,"events":805,"temperature":{"valid":760,"invalid":45,"sum":3662.5123434059997,"average":4.8190951886921045,"min":-8.01,"max":35.7},"humidity":{"valid":785,"invalid":20,"sum":60889.91311966001,"average":77.56676830529938,"min":3.5,"max":100},"pressure":{"valid":790,"invalid":15,"sum":76737313.16313998,"average":97135.83944701264,"min":46045.91,"max":103207.13},"emitted_at":"2026-09-06T21:57:49.873217454Z"}
2026-09-06T21:57:49.892865827Z GLOBAL_AGGREGATE {"aggregate_id":"global:2025-01-01T07:15:00Z:2025-01-01T07:30:00Z","window_start":"2025-01-01T07:15:00Z","window_end":"2025-01-01T07:30:00Z","expected_edges":13,"contributing_edges":13,"events":803,"temperature":{"valid":759,"invalid":44,"sum":3735.036951942,"average":4.920997301636364,"min":-7.62,"max":37.4},"humidity":{"valid":783,"invalid":20,"sum":60554.603939199995,"average":77.33665892618134,"min":3.09,"max":100},"pressure":{"valid":788,"invalid":15,"sum":76526225.70659,"average":97114.49962765229,"min":46053.66,"max":103214.41},"emitted_at":"2026-09-06T21:57:49.892747326Z"}
2026-09-06T21:57:49.924676420Z GLOBAL_AGGREGATE {"aggregate_id":"global:2025-01-01T07:30:00Z:2025-01-01T07:45:00Z","window_start":"2025-01-01T07:30:00Z","window_end":"2025-01-01T07:45:00Z","expected_edges":13,"contributing_edges":13,"events":817,"temperature":{"valid":769,"invalid":48,"sum":3885.8130857839997,"average":5.0530729333992195,"min":-6.57,"max":37.59},"humidity":{"valid":797,"invalid":20,"sum":61669.27667433999,"average":77.37675868800501,"min":3.21,"max":100},"pressure":{"valid":802,"invalid":15,"sum":77779226.39031999,"average":96981.57904029924,"min":46053.66,"max":103206.13},"emitted_at":"2026-09-06T21:57:49.924542361Z"}
2026-09-06T21:57:49.993359261Z GLOBAL_AGGREGATE {"aggregate_id":"global:2025-01-01T07:45:00Z:2025-01-01T08:00:00Z","window_start":"2025-01-01T07:45:00Z","window_end":"2025-01-01T08:00:00Z","expected_edges":13,"contributing_edges":13,"events":810,"temperature":{"valid":767,"invalid":43,"sum":4052.9758200899996,"average":5.284192725019556,"min":-6.59,"max":37.86},"humidity":{"valid":790,"invalid":20,"sum":60740.951126700005,"average":76.8872799072152,"min":3.23,"max":100},"pressure":{"valid":794,"invalid":16,"sum":77209904.01939,"average":97241.69271963477,"min":46045.91,"max":103211.03},"emitted_at":"2026-09-06T21:57:49.993222351Z"}
2026-09-06T21:57:50.124211852Z GLOBAL_AGGREGATE {"aggregate_id":"global:2025-01-01T08:00:00Z:2025-01-01T08:15:00Z","window_start":"2025-01-01T08:00:00Z","window_end":"2025-01-01T08:15:00Z","expected_edges":13,"contributing_edges":13,"events":806,"temperature":{"valid":764,"invalid":42,"sum":4096.884177829999,"average":5.362413845327224,"min":-6.68,"max":38.49},"humidity":{"valid":787,"invalid":19,"sum":60275.46069778,"average":76.58889542284625,"min":3.41,"max":100},"pressure":{"valid":791,"invalid":15,"sum":76974997.23063,"average":97313.52367968395,"min":46061.41,"max":103210.41},"emitted_at":"2026-09-06T21:57:50.12409587Z"}
2026-09-06T21:57:50.254269852Z GLOBAL_AGGREGATE {"aggregate_id":"global:2025-01-01T08:15:00Z:2025-01-01T08:30:00Z","window_start":"2025-01-01T08:15:00Z","window_end":"2025-01-01T08:30:00Z","expected_edges":13,"contributing_edges":13,"events":808,"temperature":{"valid":768,"invalid":40,"sum":4316.702109522,"average":5.6207058717734375,"min":-4.93,"max":38.88},"humidity":{"valid":786,"invalid":22,"sum":59769.22807983,"average":76.04227491072518,"min":2.95,"max":100},"pressure":{"valid":795,"invalid":13,"sum":77404597.33843999,"average":97364.27338168552,"min":46061.41,"max":103209.25},"emitted_at":"2026-09-06T21:57:50.254100494Z"}
2026-09-06T21:57:50.412320935Z GLOBAL_AGGREGATE {"aggregate_id":"global:2025-01-01T08:30:00Z:2025-01-01T08:45:00Z","window_start":"2025-01-01T08:30:00Z","window_end":"2025-01-01T08:45:00Z","expected_edges":13,"contributing_edges":13,"events":805,"temperature":{"valid":766,"invalid":39,"sum":4428.161406287,"average":5.780889564343343,"min":-4.94,"max":39.28},"humidity":{"valid":785,"invalid":20,"sum":59274.28983842,"average":75.50864947569427,"min":2.68,"max":100},"pressure":{"valid":790,"invalid":15,"sum":76958041.01533,"average":97415.24179155697,"min":46049.78,"max":103222.91},"emitted_at":"2026-09-06T21:57:50.412231399Z"}
2026-09-06T21:57:50.687737281Z GLOBAL_AGGREGATE {"aggregate_id":"global:2025-01-01T08:45:00Z:2025-01-01T09:00:00Z","window_start":"2025-01-01T08:45:00Z","window_end":"2025-01-01T09:00:00Z","expected_edges":13,"contributing_edges":13,"events":802,"temperature":{"valid":761,"invalid":41,"sum":4597.560935746,"average":6.041472977327201,"min":-4.87,"max":39.59},"humidity":{"valid":781,"invalid":21,"sum":58692.575970449994,"average":75.15054541670933,"min":2.39,"max":100},"pressure":{"valid":786,"invalid":16,"sum":76488207.61751999,"average":97313.2412436641,"min":46055.59,"max":103220.34},"emitted_at":"2026-09-06T21:57:50.687457857Z"}
2026-09-06T21:57:50.908753523Z GLOBAL_AGGREGATE {"aggregate_id":"global:2025-01-01T09:00:00Z:2025-01-01T09:15:00Z","window_start":"2025-01-01T09:00:00Z","window_end":"2025-01-01T09:15:00Z","expected_edges":13,"contributing_edges":13,"events":802,"temperature":{"valid":763,"invalid":39,"sum":4831.29929691,"average":6.331978108663171,"min":-4.76,"max":39.76},"humidity":{"valid":783,"invalid":19,"sum":58403.91929152,"average":74.58993523821201,"min":3.14,"max":100},"pressure":{"valid":787,"invalid":15,"sum":76657813.01251,"average":97405.09912644219,"min":46032.34,"max":103235.97},"emitted_at":"2026-09-06T21:57:50.908644953Z"}
2026-09-06T21:57:51.041547909Z GLOBAL_AGGREGATE {"aggregate_id":"global:2025-01-01T09:15:00Z:2025-01-01T09:30:00Z","window_start":"2025-01-01T09:15:00Z","window_end":"2025-01-01T09:30:00Z","expected_edges":13,"contributing_edges":13,"events":816,"temperature":{"valid":773,"invalid":43,"sum":5044.721170885,"average":6.526159341377749,"min":-5.21,"max":39.88},"humidity":{"valid":796,"invalid":20,"sum":59073.646282960006,"average":74.21312347105528,"min":2.18,"max":100},"pressure":{"valid":800,"invalid":16,"sum":77799463.28844,"average":97249.32911055001,"min":46053.66,"max":103231.75},"emitted_at":"2026-09-06T21:57:51.040358306Z"}
2026-09-06T21:57:51.360487599Z GLOBAL_AGGREGATE {"aggregate_id":"global:2025-01-01T09:30:00Z:2025-01-01T09:45:00Z","window_start":"2025-01-01T09:30:00Z","window_end":"2025-01-01T09:45:00Z","expected_edges":13,"contributing_edges":13,"events":805,"temperature":{"valid":763,"invalid":42,"sum":5205.518007851,"average":6.822435134798165,"min":-4.93,"max":39.52},"humidity":{"valid":784,"invalid":21,"sum":57830.109994649996,"average":73.76289540133928,"min":2.48,"max":100},"pressure":{"valid":790,"invalid":15,"sum":76819561.4197,"average":97239.95116417721,"min":46057.53,"max":103225.88},"emitted_at":"2026-09-06T21:57:51.360379568Z"}
2026-09-06T21:57:51.525587028Z GLOBAL_AGGREGATE {"aggregate_id":"global:2025-01-01T09:45:00Z:2025-01-01T10:00:00Z","window_start":"2025-01-01T09:45:00Z","window_end":"2025-01-01T10:00:00Z","expected_edges":13,"contributing_edges":13,"events":801,"temperature":{"valid":762,"invalid":39,"sum":5300.722225379,"average":6.956328379762467,"min":-5.3,"max":39.49},"humidity":{"valid":781,"invalid":20,"sum":57510.317259510004,"average":73.63676985852753,"min":2.46,"max":100},"pressure":{"valid":786,"invalid":15,"sum":76529728.2819,"average":97366.06651641222,"min":46047.84,"max":103198.63},"emitted_at":"2026-09-06T21:57:51.525187926Z"}
2026-09-06T21:57:51.681095957Z GLOBAL_AGGREGATE {"aggregate_id":"global:2025-01-01T10:00:00Z:2025-01-01T10:15:00Z","window_start":"2025-01-01T10:00:00Z","window_end":"2025-01-01T10:15:00Z","expected_edges":13,"contributing_edges":13,"events":797,"temperature":{"valid":757,"invalid":40,"sum":5342.25824185,"average":7.057144308916777,"min":-6.13,"max":39.9},"humidity":{"valid":777,"invalid":20,"sum":56984.03655715001,"average":73.33852838758045,"min":2.47,"max":100},"pressure":{"valid":782,"invalid":15,"sum":76087173.35970001,"average":97298.1756517903,"min":46049.78,"max":103180.31},"emitted_at":"2026-09-06T21:57:51.68098502Z"}
2026-09-06T21:57:51.781383245Z GLOBAL_AGGREGATE {"aggregate_id":"global:2025-01-01T10:15:00Z:2025-01-01T10:30:00Z","window_start":"2025-01-01T10:15:00Z","window_end":"2025-01-01T10:30:00Z","expected_edges":13,"contributing_edges":13,"events":796,"temperature":{"valid":757,"invalid":39,"sum":5567.82796815,"average":7.355122811294583,"min":-5.22,"max":39.41},"humidity":{"valid":776,"invalid":20,"sum":56444.93350951999,"average":72.73831637824742,"min":2.57,"max":100},"pressure":{"valid":782,"invalid":14,"sum":76083913.62347,"average":97294.0071911381,"min":46045.91,"max":103143.75},"emitted_at":"2026-09-06T21:57:51.781264441Z"}
